NTSBNumber,AccidentReport,AccidentDate,City,StateOrRegion,Country,Latitude,Longitude,FatalInjuries,SeriousInjuries,HighestInjuryLevel,AircraftNumber,DamageLevel,AircraftCategory,RegulationFlightConductedUnder,FlightScheduledType,FlightTerminalType,FlightServiceType,FlightOperationType,DefiningEvent,PhaseOfFlight,IntentionalAct
CEN19LA162,AccidentReport,2019-06-08,Last Chance,Colorado,United States,39.787498,-103.770553,0,0,Minor,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,Loss of Lift,Maneuvering,
ERA19FA189,AccidentReport,2019-06-08,Southold,New York,United States,40.987499,-72.580001,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
GAA19CA321,AccidentReport,2019-06-08,Moses Lake,Washington,United States,47.13972,-119.339164,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Landing,
GAA19CA326,AccidentReport,2019-06-08,ORLANDO,Florida,United States,28.293611,-81.440002,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Takeoff,
GAA19CA332,AccidentReport,2019-06-08,Rose Hill,Kansas,United States,37.566387,-97.174446,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
WPR19FA161,AccidentReport,2019-06-08,Hemet,California,United States,33.73389,-117.01721,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Flight test,System/Component Failure - Non-power,Takeoff,
WPR19TA162,AccidentReport,2019-06-08,Medford,Oregon,United States,42.351665,-122.860557,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Unknown,Approach,
GAA19CA322,AccidentReport,2019-06-09,Trenton,New Jersey,United States,40.273056,-74.808052,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA323,AccidentReport,2019-06-09,Yellow Pine,Idaho,United States,45.989444,-114.841392,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Landing,
GAA19CA324,AccidentReport,2019-06-09,South Lake Tahoe,California,United States,38.89389,-119.995277,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA325,AccidentReport,2019-06-09,Pingree,Idaho,United States,43.117221,-112.60778,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Runway Excursion,Landing,
GAA19CA333,AccidentReport,2019-06-09,Riverside,California,United States,33.988887,-117.410003,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Landing,
GAA19CA335,AccidentReport,2019-06-09,Moriarty,New Mexico,United States,34.982223,-106.013336,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA354,AccidentReport,2019-06-09,La Ward,Texas,United States,28.730556,-96.453613,,,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
GAA19CA476,AccidentReport,2019-06-09,Lebanon,Missouri,United States,37.74361,-92.513336,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Landing,
GAA19WA391,AccidentReport,2019-06-09,Mulakot,,Iceland,63.712776,91.851943,3,2,Fatal,1,Destroyed,Airplane,"Non-U.S., non-commercial",,,,,Loss of Control In-Flight,Approach,
WPR19FA163,AccidentReport,2019-06-09,Antioch,California,United States,38.044166,-121.83889,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Maneuvering,
CEN19FA161,AccidentReport,2019-06-10,Butler,Missouri,United States,38.350276,-94.340278,1,0,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Emergency Descent,
CEN19LA168,AccidentReport,2019-06-10,Jacksonville,Florida,United States,30.218889,-81.87722,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Firefighting,Abnormal Runway Contact,Landing,
ERA19FA191,AccidentReport,2019-06-10,New York,New York,United States,40.761665,-73.981941,1,0,Fatal,1,Destroyed,Helicopter,Part 91: General aviation,,,,Executive/Corporate,Unintended Flight Into IMC,Maneuvering,
GAA19CA336,AccidentReport,2019-06-10,Ontario,Oregon,United States,44.019443,-117.013053,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
GAA19CA338,AccidentReport,2019-06-10,Independence,Wisconsin,United States,44.36222,-91.391387,,,None,1,Substantial,Glider,Part 91: General aviation,,,,Personal,Loss of Lift,Enroute,
GAA19CA345,AccidentReport,2019-06-10,Northway,Alaska,United States,63.075832,-141.038894,,1,Serious,1,Substantial,Helicopter,Part 91: General aviation,,,,Other work use,Loss of Control In-Flight,Landing,
WPR19LA166,AccidentReport,2019-06-10,Romona,California,United States,33.029998,-116.910003,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
ANC19LA027,AccidentReport,2019-06-11,Hope,Alaska,United States,60.811943,-150.00666,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
CEN19LA163,AccidentReport,2019-06-11,Switz City,Indiana,United States,39.064723,-87.053337,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
GAA19CA343,AccidentReport,2019-06-11,Soldatna,Alaska,United States,60.320278,-150.597229,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Other,Landing,
GAA19CA346,AccidentReport,2019-06-11,Greenville,Texas,United States,33.067779,-96.065277,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Aerodrome,Taxi,
GAA19CA346,AccidentReport,2019-06-11,Greenville,Texas,United States,33.067779,-96.065277,,,None,2,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Aerodrome,Taxi,
WPR19LA167,AccidentReport,2019-06-11,Phoenix,Arizona,United States,33.683612,-112.126945,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
ANC19LA024,AccidentReport,2019-06-12,Nome Creek,Alaska,United States,65.337219,-146.726104,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Non-power,Landing,
CEN19LA166,AccidentReport,2019-06-12,Greenville,Texas,United States,33.069999,-96.065277,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,System/Component Failure - Non-power,Takeoff,
ERA19FA193,AccidentReport,2019-06-12,Maitland,Florida,United States,28.620277,-81.349166,2,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Initial Climb,
GAA19CA340,AccidentReport,2019-06-12,Cambridge,Ohio,United States,39.974998,-81.577499,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
WPR19LA169,AccidentReport,2019-06-12,Independence,Oregon,United States,44.867221,-123.198333,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
CEN19LA167,AccidentReport,2019-06-13,Hawkins,Texas,United States,32.697776,-95.213607,,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
CEN19LA173,AccidentReport,2019-06-13,Quinlan,Texas,United States,32.952499,-96.095832,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Lift,Initial Climb,
CEN19LA176,AccidentReport,2019-06-13,Hector,Minnesota,United States,44.731474,-94.712573,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Flight test,Abnormal Runway Contact,Landing,
GAA19CA339,AccidentReport,2019-06-13,San Benito,Texas,United States,26.148056,-97.589996,,,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Loss of Control In-Flight,Takeoff,
WPR19LA170,AccidentReport,2019-06-13,Stanley,Idaho,United States,44.178333,-114.89167,,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Turbulence Encounter,Enroute,
CEN19FA170,AccidentReport,2019-06-14,Huntsville,Texas,United States,30.782499,-95.487503,1,1,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Enroute,
CEN19LA172,AccidentReport,2019-06-14,Hedgesville,West Virginia,United States,39.574722,-77.971389,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
GAA19CA351,AccidentReport,2019-06-14,Culpepper,Virginia,United States,38.525554,-77.859725,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Takeoff,
GAA19CA362,AccidentReport,2019-06-14,Tampa,Florida,United States,28.221389,-82.374443,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
ERA19LA197,AccidentReport,2019-06-15,Crisfield,Maryland,United States,38.013332,-75.818611,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Other,Approach,
GAA19CA347,AccidentReport,2019-06-15,San Antonio,Texas,United States,29.739166,-98.451385,,,Minor,1,Substantial,Helicopter,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
GAA19CA349,AccidentReport,2019-06-15,Beluga,Alaska,United States,55.920196,-159.489166,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA367,AccidentReport,2019-06-15,Lebanon,Kentucky,United States,37.633609,-85.241943,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
WPR19FA172,AccidentReport,2019-06-15,Porter Ranch,California,United States,34.316112,-118.573333,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Unknown,Enroute,
WPR19LA174,AccidentReport,2019-06-15,Upland,California,United States,34.113334,-117.680557,,3,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
GAA19CA348,AccidentReport,2019-06-16,Fairbanks,Alaska,United States,64.93,-148.839996,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Takeoff,
WPR19FA173,AccidentReport,2019-06-16,Copperopolis,California,United States,37.899444,-120.58638,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Low Altitude Operation,Maneuvering,
CEN19LA174,AccidentReport,2019-06-17,Key West,Florida,United States,24.551666,-81.764442,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Aerial observation,Unknown,Unknown,
ERA19FA196,AccidentReport,2019-06-17,Endicott,New York,United States,42.084445,-76.094444,1,0,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Maneuvering,
ERA19LA199,AccidentReport,2019-06-17,Readington,New Jersey,United States,40.582778,-74.736663,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA352,AccidentReport,2019-06-17,Liberal,Kansas,United States,37.043056,-100.921112,,,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
GAA19CA361,AccidentReport,2019-06-17,Ledgedale,Pennsylvania,United States,41.391109,-75.331665,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Takeoff,
GAA19CA364,AccidentReport,2019-06-17,Hewitt Lake,Alaska,United States,61.929851,-151.729095,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Takeoff,
GAA19CA485,AccidentReport,2019-06-17,Yuba,California,United States,39.097778,-121.569725,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
WPR19FA175,AccidentReport,2019-06-17,Two Harbors,California,United States,33.462776,-118.57472,1,,Fatal,1,Destroyed,Helicopter,Part 91: General aviation,,,,Personal,Unintended Flight Into IMC,Enroute,
CEN19LA175,AccidentReport,2019-06-18,Knoxville,Tennessee,United States,35.96389,-83.873611,,,Minor,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Unknown,Unknown,
GAA19CA359,AccidentReport,2019-06-18,Nephi,Utah,United States,39.747501,-111.871391,,,Minor,1,Substantial,Gyroplane,Part 91: General aviation,,,,Flight test,Loss of Control In-Flight,Takeoff,
GAA19CA370,AccidentReport,2019-06-19,Friday Creek,Alaska,United States,61.341388,-148.355834,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
CEN19FA177,AccidentReport,2019-06-20,Elida,Ohio,United States,40.846389,-84.158332,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Enroute,
GAA19CA363,AccidentReport,2019-06-20,Elkader,Iowa,United States,42.847221,-91.382225,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Collision on Takeoff or Landing,Approach,
GAA19CA426,AccidentReport,2019-06-20,Hollister,California,United States,36.893333,-121.410278,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
WPR19LA176,AccidentReport,2019-06-20,Fullerton,California,United States,33.869998,-117.990837,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,System/Component Failure - Powerplant,Takeoff,
ANC19FA026,AccidentReport,2019-06-21,Seward,Alaska,United States,59.941665,-148.664443,3,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Takeoff,
CEN19LA179,AccidentReport,2019-06-21,Cottrellville Township,Michigan,United States,42.717224,-82.611389,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
CEN19TA178,AccidentReport,2019-06-21,La Ward,Texas,United States,28.878334,-96.430831,,,None,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,Loss of Control In-Flight,Maneuvering,
DCA19CA170,AccidentReport,2019-06-21,Beeville,Texas,United States,28.363611,-97.664169,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Flight test,System/Component Failure - Non-power,Enroute,
ERA19LA202,AccidentReport,2019-06-21,Jasper,Alabama,United States,33.901111,-87.304168,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
GAA19CA365,AccidentReport,2019-06-21,Burley,Idaho,United States,42.542499,-113.771667,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA366,AccidentReport,2019-06-21,Yerington,Nevada,United States,39.005554,-119.156669,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Standing,
GAA19CA369,AccidentReport,2019-06-21,Imnaha,Oregon,United States,45.666389,-116.618331,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Takeoff,
GAA19CA379,AccidentReport,2019-06-21,Grotten,Connecticut,United States,41.597339,-72.755081,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
WPR19MA177,AccidentReport,2019-06-21,Mokuleia,Hawaii,United States,21.580554,-158.18833,11,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Skydiving,Abrupt Maneuver,Takeoff,
CEN19LA204,AccidentReport,2019-06-22,Bar Harbor,Maine,United States,44.380977,-68.209037,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Aerial observation,System/Component Failure - Powerplant,Enroute,
CEN19LA213,AccidentReport,2019-06-22,Smithfield,Rhode Island,United States,41.913055,-71.485275,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
CEN19TA180,AccidentReport,2019-06-22,Lancaster,South Carolina,United States,34.722778,-80.854721,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Landing,
GAA19CA368,AccidentReport,2019-06-22,Tulsa,Oklahoma,United States,36.04111,-95.983055,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA415,AccidentReport,2019-06-22,Panama City,Florida,United States,30.358333,-85.795555,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
WPR19FA178,AccidentReport,2019-06-22,Sunriver,Oregon,United States,43.864444,-121.455001,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Emergency Descent,
CEN19LA184,AccidentReport,2019-06-23,Vine Grove,Kentucky,United States,37.815834,-85.964721,,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Approach,
GAA19CA413,AccidentReport,2019-06-23,Clewiston,Florida,United States,26.735277,-81.051109,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Takeoff,
CEN19LA183,AccidentReport,2019-06-24,Greeley,Colorado,United States,40.4375,-104.633331,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
ERA19LA206,AccidentReport,2019-06-24,Gainesville,Florida,United States,29.694444,-82.277221,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Emergency Descent,
GAA19CA371,AccidentReport,2019-06-24,Presidio,Texas,United States,29.471111,-103.936386,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA383,AccidentReport,2019-06-25,Milton,Florida,United States,30.6375,-86.993614,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Runway Excursion,Landing,
CEN19TA196,AccidentReport,2019-06-26,Gilliam,Louisiana,United States,32.840557,-93.834724,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Ground Collision,Taxi,
ERA19FA200,AccidentReport,2019-06-26,Fletcher,North Carolina,United States,35.475276,-82.435836,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Initial Climb,
